person_age,person_ethnicity,person_gender,has_motocycle_endorsment,person_injury_severity,vehicle_body_style,vehicle_color,vehicle_make,vehicle_model,vehicle_model_year
37,w - white,2 - female,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flhc,2018
28,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,honda,cbr600,2002
35,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx,2013
41,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,ong - orange,yamaha,xv1700,2012
49,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,honda,cbr250,2015
42,b - black,1 - male,1,n - not injured,mc - motorcycle,sil - silver,honda,vtx1800,2005
61,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,fld,2018
37,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,honda,cbr600,2014
45,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,xg750,2016
59,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2007
26,w - white,1 - male,0,n - not injured,mc - motorcycle,whi - white,kawasaki,zx1000,2017
47,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,ong - orange,harley-davidson,flhp,2013
42,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,sil - silver,harley-davidson,vrsca,2012
66,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,honda,cbr600,2012
18,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,czd300,2009
20,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2012
28,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,suzuki,gsx,2003
37,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,ple - purple,honda,cbr600,2002
34,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2007
26,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yzf750,2007
29,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,suzuki,gsx-r1000,2008
30,b - black,1 - male,0,n - not injured,mc - motorcycle,blk - black,suzuki,gsx,2007
61,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2014
24,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,whi - white,kawasaki,ninja zx,2014
54,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,harley-davidson,flhr,1995
23,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,yel - yellow,honda,cbr600,1999
68,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,harley-davidson,flhs,2014
49,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,victory motorcycles,cross country,2012
28,98 - other,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,1600,2006
61,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,harley-davidson,flhrs,2011
58,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,fld,2011
34,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,sil - silver,honda,cbr600,201
21,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2011
43,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2006
26,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,mar - maroon,harley-davidson,xlh883,2013
44,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,ninja zx,2017
35,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,vn1500,2007
55,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxd,2007
28,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhp,2015
42,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,zx1000,2008
20,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,whi - white,suzuki,xl-7,2006
62,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flhtkl,2016
48,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,vrscd,2014
41,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,mar - maroon,honda,vt750,2009
60,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,ong - orange,harley-davidson,flhr,2011
47,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxd,2007
25,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,blk - black,suzuki,gsx,2006
27,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2015
23,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,2012
18,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,sv650,2013
61,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,grn - green,honda,cbr600,1998
41,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhx,201
37,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,grn - green,kawasaki,zx636,2017
24,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,suzuki,dr-z400,2013
43,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,zx1000,2011
34,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,honda,vt750,2002
43,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,suzuki,c50,2004
35,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2
38,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2018
53,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,sil - silver,kawasaki,zx1000,2006
46,w - white,1 - male,0,k - fatal injury,mc - motorcycle,sil - silver,bmw,r1200,2007
78,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,rg500,2007
28,b - black,2 - female,1,b - suspected minor injury,mc - motorcycle,whi - white,yamaha,yzfr1,2007
26,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,zl900,2017
41,h - hispanic,1 - male,1,n - not injured,mc - motorcycle,blk - black,harley-davidson,flhx,2009
54,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2003
33,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,sil - silver,yamaha,yzfr1,2016
65,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,mar - maroon,honda,vtx1800,2003
24,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,xls,2012
23,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,kawasaki,el650,2009
28,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,sil - silver,honda,cbr600,2001
30,b - black,1 - male,1,a - suspected serious injury,mc - motorcycle,blu - blue,kawasaki,zx1000,2007
32,b - black,2 - female,0,a - suspected serious injury,mc - motorcycle,grn - green,polaris,sportsman,2007
32,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,flht,2007
52,w - white,1 - male,1,n - not injured,mc - motorcycle,red - red,harley-davidson,fltrx,2018
65,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,victory motorcycles,cross country,2012
41,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,fld,2008
36,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yzfr1,2008
23,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,isuzu,i-280,2017
55,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,grn - green,honda,vt1100,1995
33,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,1999
83,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,yamaha,xv1900,2007
33,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,xl1200,2018
35,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,honda,cbr600,2007
43,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,suzuki,gsx,2011
24,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,grn - green,kawasaki,kx65,2005
26,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,blk - black,kawasaki,vn1500,2
29,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,bro - brown,honda,cbr600,2018
69,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,yel - yellow,harley-davidson,flhri,2003
55,w - white,1 - male,1,k - fatal injury,mc - motorcycle,bro - brown,harley-davidson,fld,2008
22,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yzfr1,2008
41,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,mul - multicolored,suzuki,rm125,2002
33,w - white,1 - male,1,n - not injured,mc - motorcycle,mul - multicolored,honda,cbr250,2012
26,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,kawasaki,zl600,2017
26,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,2015
24,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr1000,2008
67,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blk - black,harley-davidson,fld,1999
29,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,xg500,2015
41,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fls,2006
27,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,gld - gold,harley-davidson,xl883,2019
31,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,sil - silver,yamaha,fz07,2016
67,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2014
58,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blk - black,harley-davidson,flstci,2013
35,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flhr,2004
22,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,sil - silver,harley-davidson,fld,2016
30,a - asian,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxfb,2018
47,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2
27,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,mar - maroon,yamaha,yzfr1,2009
20,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,ninja zx,2019
56,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhrsei1,2008
61,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fxdbp,2016
27,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,yamaha,rt100,2001
80,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2015
48,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,buell,1125,2009
35,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx,2011
44,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2018
37,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,mul - multicolored,harley-davidson,flstn,2009
30,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,yamaha,fzs10,2002
47,w - white,1 - male,0,n - not injured,mc - motorcycle,whi - white,yamaha,yzfr1,2006
65,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2019
50,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2009
37,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flhc,2014
29,a - asian,1 - male,1,b - suspected minor injury,mc - motorcycle,grn - green,kawasaki,ninja zx,2015
35,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,yel - yellow,suzuki,gsx,2005
68,w - white,1 - male,1,k - fatal injury,mc - motorcycle,sil - silver,harley-davidson,flhc,2007
60,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,honda,sxs,2003
32,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,victory motorcycles,cross country,2015
30,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,harley-davidson,flhc,2009
31,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yzfr1,2003
46,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,harley-davidson,flhx,2019
29,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,sil - silver,honda,cbr600,2006
21,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,sh150,2002
27,98 - other,1 - male,0,a - suspected serious injury,mc - motorcycle,yel - yellow,suzuki,rm250,2004
44,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,harley-davidson,flhx,2007
32,b - black,1 - male,0,n - not injured,mc - motorcycle,whi - white,polaris,slingshot,2019
63,w - white,2 - female,0,n - not injured,mc - motorcycle,blu - blue,harley-davidson,fld,2015
58,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flhx,2008
26,b - black,1 - male,1,a - suspected serious injury,mc - motorcycle,whi - white,kawasaki,zx600,2014
30,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2009
48,b - black,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2015
24,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,kawasaki,en650,2015
44,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,yel - yellow,suzuki,gsx,2007
47,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,1998
40,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yzfr1,2002
23,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,yamaha,xsr900,2017
48,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,mar - maroon,harley-davidson,fld,2008
28,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,gry - gray,victory motorcycles,deluxe touring,2015
47,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,blu - blue,honda,vtx1300,2005
24,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,kawasaki,vulcan 2000,2016
25,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,harley-davidson,flt,2008
51,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,ninja zx,2004
49,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,yamaha,xvs1100,2007
25,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,ong - orange,honda,cx500,2017
35,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhp,2018
41,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,harley-davidson,flhp,2018
24,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,ple - purple,suzuki,gsx,2001
37,w - white,2 - female,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2002
18,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,sil - silver,yamaha,fz07,2016
54,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,ong - orange,harley-davidson,fltrx,2013
35,w - white,2 - female,1,a - suspected serious injury,mc - motorcycle,grn - green,suzuki,gsx,2004
51,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,ple - purple,honda,vtx1800,2004
21,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,mar - maroon,harley-davidson,flde,2009
37,w - white,1 - male,0,k - fatal injury,mc - motorcycle,gry - gray,kawasaki,zx1000,2012
35,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,whi - white,suzuki,gsx,2007
52,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blk - black,harley-davidson,flt,202
28,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,mar - maroon,suzuki,gsx,2005
38,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flsb,2012
41,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,flt,2008
62,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,mar - maroon,harley-davidson,flhtc,2002
27,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,honda,crf230,2014
40,w - white,1 - male,1,n - not injured,mc - motorcycle,red - red,honda,vtx1300,2007
24,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,grn - green,kawasaki,ninja zx,2012
19,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,whi - white,harley-davidson,fld,2016
44,w - white,2 - female,0,n - not injured,mc - motorcycle,blk - black,harley-davidson,flstc,1999
56,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,harley-davidson,flhr/i,2002
25,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,flt,2012
73,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,honda,vt1100,2015
27,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2006
26,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,honda,crf230,2009
34,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,blu - blue,harley-davidson,fld,2013
23,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,mar - maroon,honda,vt700,2003
49,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2015
25,98 - other,1 - male,1,k - fatal injury,mc - motorcycle,red - red,yamaha,yzfr6,2014
54,i - amer. indian/alaskan native,1 - male,1,n - not injured,mc - motorcycle,whi - white,honda,gl1800,2017
37,w - white,2 - female,0,a - suspected serious injury,mc - motorcycle,ple - purple,harley-davidson,fld,2001
55,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2014
64,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,flhxs,2015
46,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,honda,vt750,2007
48,w - white,1 - male,0,n - not injured,mc - motorcycle,blu - blue,harley-davidson,fld,2003
57,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,ong - orange,harley-davidson,fld,2014
22,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx,2006
37,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,mul - multicolored,honda,cbr600,2007
21,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,honda,cbr250,2005
25,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,99 - unknown,suzuki,gsx,1999
32,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxdls,2013
70,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,xl1200,2007
68,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fltrxs,2019
45,w - white,2 - female,1,a - suspected serious injury,mc - motorcycle,red - red,harley-davidson,flhxs,2018
46,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,mar - maroon,honda,cbr600,2006
65,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,gld - gold,honda,cbr600,2006
27,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,honda,ct110,2006
11,h - hispanic,1 - male,0,k - fatal injury,mc - motorcycle,yel - yellow,can-am,outlander,2017
45,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxs,201
35,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,honda,vtx1300,2005
22,h - hispanic,1 - male,1,n - not injured,mc - motorcycle,blk - black,harley-davidson,xl1200,2017
15,b - black,1 - male,0,n - not injured,mc - motorcycle,yel - yellow,suzuki,xl7,2004
24,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,suzuki,vs750,2009
25,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,fz6,202
38,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx,2011
19,w - white,1 - male,0,n - not injured,mc - motorcycle,gry - gray,kawasaki,kx500,2004
10,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2007
49,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blk - black,kawasaki,zx600,2007
19,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,bn125,1982
36,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,kawasaki,zr750,2005
69,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxd,2014
24,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,honda,vt750,2005
24,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxlr,2018
37,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,ducati,diavel,2016
27,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,an650,2008
44,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,flhtcu,2007
20,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,suzuki,x90,2006
64,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,ong - orange,harley-davidson,flde,2012
39,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,fz07,2016
39,98 - other,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,st1100,2008
43,w - white,2 - female,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2015
40,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,harley-davidson,flt,2013
36,w - white,1 - male,1,k - fatal injury,mc - motorcycle,sil - silver,yamaha,yzfr1,2006
21,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,yel - yellow,yamaha,fz09,2015
41,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,triumph motorcycle,america,2007
42,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,triumph motorcycle,thruxton,2014
31,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,sr250,2006
54,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,fld,2004
44,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,all other makes,unknown,201
43,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,ninja zx,2009
32,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,yamaha,yzfr1,2007
24,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,2013
20,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,ninja zx,2009
35,w - white,2 - female,1,n - not injured,mc - motorcycle,sil - silver,honda,cbr600,2005
33,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,mul - multicolored,harley-davidson,fld,2007
26,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,mul - multicolored,honda,vt1100,2004
53,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blu - blue,yamaha,wr250,2019
20,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,xg500,2015
26,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,sil - silver,honda,nc750,2012
31,w - white,1 - male,0,n - not injured,mc - motorcycle,gry - gray,suzuki,gsx-r600,2012
45,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,yamaha,xv16,1999
62,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,whi - white,indian motorcycle co.,scout,2016
56,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blu - blue,yamaha,xvs1100,2015
22,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx,2014
41,h - hispanic,2 - female,0,b - suspected minor injury,mc - motorcycle,gry - gray,harley-davidson,flfbs,2018
26,b - black,2 - female,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cb300,2016
37,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flhc,2013
56,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fxd,2012
49,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blu - blue,suzuki,tl1000,2003
30,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,yamaha,yzfr6,2018
20,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blu - blue,harley-davidson,fld,1999
37,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,honda,cbr1000,2011
34,98 - other,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,honda,vtx1300,201
70,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,flt,2012
53,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,fxlr,2018
29,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,suzuki,gsx,2011
43,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,ong - orange,harley-davidson,flhc,2019
18,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx,2008
57,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhc,2019
34,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,harley-davidson,fld,2005
55,w - white,1 - male,1,n - not injured,mc - motorcycle,mar - maroon,harley-davidson,flsti,2006
57,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,honda,vt1300,2005
50,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blu - blue,big dog,pitbull,2008
50,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,suzuki,gsx1300,2007
17,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,yel - yellow,yamaha,yzfr1,2007
38,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,yamaha,xv1700,2005
55,w - white,1 - male,0,k - fatal injury,mc - motorcycle,red - red,kawasaki,vn900,2007
35,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2017
35,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,xv1900,2006
55,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,flhx,2012
63,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,harley-davidson,flhx,2019
31,h - hispanic,2 - female,1,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,2015
28,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,harley-davidson,fxd,2006
